Compound,Label,Blank1,Blank2,Blank3,Blank4,Blank5,12C_Ambient-A1_I7,12C_Ambient-A2_I8,12C_Ambient-A3_I9,12C_Ambient-A4_I10,12C_Ambient-A5_I11,12C_Ambient-A6_I12,12C_High-H1_I27,12C_High-H2_I28,12C_High-H3_I29,12C_High-H4_I30,12C_High-H5_I31,12C_High-H6_I32,13C_Ambient-A1_I1,13C_Ambient-A2_I2,13C_Ambient-A3_I3,13C_Ambient-A4_I4,13C_Ambient-A5_I5,13C_Ambient-A6_I6,13C_High-H1_I21,13C_High-H2_I22,13C_High-H3_I23,13C_High-H4_I24,13C_High-H5_I25,13C_High-H6_I26,Dark13C_Ambient-Pool_I19,Dark13C_Ambient-Pool_I20,Dark13C_High-Pool_I39,Dark13C_High-Pool_I40
Inosine,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004246842,0.010204895,0.004404519,0.006786492,0.006183647,0.007816139,0.006532108,0,0.00919809,0.003270661,0,0,0,0,0,0
Inosine,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004446168,0,0,0,0.001592358,0.00335793,0.002895017,0,0.004628058,0.004447539,0,0,0,0,0,0
Inosine,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inosine,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inosine,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inosine,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inosine,9,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inosine,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mannose-6-phosphate,0,0.959939436,0.982104066,0.758047119,0.848638376,1,1,1,1,1,1,1,1,1,0.997205089,1,1,1,0.604010419,0.559493722,0.602754777,0.449843953,0.704852204,0.524775569,0.683436756,0.522173012,0.6970126,0.692837927,0.656826037,0.578655098,0.973911451,1,1,0.969231969
Mannose-6-phosphate,1,0.022733556,0.017895934,0.014469925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178019092,0.199691382,0.142491116,0.179326386,0.144671751,0.176654059,0.173574347,0.154268027,0,0.157605545,0.09137811,0.126023155,0.025522084,0,0,0.019621299
Mannose-6-phosphate,2,0.017327009,0,0.171196696,0.151361624,0,0,0,0,0,0,0,0,0,0.002794911,0,0,0,0.086582898,0,0.103216552,0.160650924,0.058853667,0.145181999,0,0.145238689,0.155268252,0,0.089104057,0.113621494,0.000566465,0,0,0.011146732
Mannose-6-phosphate,3,0,0,0.056286259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084105782,0.14760133,0.092560806,0.115096148,0.050412647,0.091378237,0.072903084,0.093905945,0.094498957,0.090025446,0.091347124,0.093663833,0,0,0,0
Mannose-6-phosphate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03025612,0.066103109,0.048075381,0.070422258,0.031164717,0.046764015,0.047603693,0.063689378,0.032634678,0.043604921,0.049862969,0.058925964,0,0,0,0
Mannose-6-phosphate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016611407,0.025827435,0.010901368,0.02180629,0.010045014,0.014510396,0.022482121,0.020724949,0.017974488,0.015425584,0.021481704,0.027253362,0,0,0,0
Mannose-6-phosphate,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000414282,0.001283022,0,0.00285404,0,0.000735725,0,0,0.002611025,0.000500577,0,0.001857094,0,0,0,0
Thymine,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Thymine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymine,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymine,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymine,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xylose-5-phosphate,0,1,1,1,0.521834737,0.529204398,0.995469264,0.990105317,0,0,1,1,1,1,1,1,0.976835736,1,0.627425474,0.580650007,0.52398524,0.51200366,0.649275615,0.59615678,0,0.654574411,0.600501638,0,0.75869613,0.586607258,1,1,1,1
Xylose-5-phosphate,1,0,0,0,0,0.470795602,0.004530736,0,1,1,0,0,0,0,0,0,0,0,0.192729809,0.193449355,0.220911877,0.243081094,0.162174862,0.207204134,0.57592805,0.281682425,0.216350054,0.524975732,0,0.192815105,0,0,0,0
Xylose-5-phosphate,2,0,0,0,0.478165263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106469392,0.118829235,0.125295421,0.089464552,0.112498673,0.133372146,0.266774122,0.063743164,0.11512809,0.338080002,0.178975339,0.158570693,0,0,0,0
Xylose-5-phosphate,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064874591,0.082215502,0.114968978,0.12604265,0.066364673,0.056469001,0.124208767,0,0.057685282,0.136944266,0.062328531,0.04437846,0,0,0,0
Xylose-5-phosphate,4,0,0,0,0,0,0,0.009894683,0,0,0,0,0,0,0,0,0.023164264,0,0.008500735,0.024855902,0.014838484,0.029408044,0.009686177,0.00679794,0.033089061,0,0.010334936,0,0,0.017628485,0,0,0,0
Xylose-5-phosphate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
